transaction_id,user_id,store_id,date,product_name,category,brand,quantity,price_per_unit,health_label,sustainability_label,total_price
txn_1143,user_405,store_17,2025-04-12,Rock Bread,Seafood,GreenLeaf,2,2.94,Healthy,Sustainable,5.88
txn_1144,user_152,store_44,2025-04-12,Professor Chicken,Seafood,EcoFarm,2,7.73,Healthy,Sustainable,15.46
txn_1145,user_478,store_18,2025-04-12,Seem Yogurt,Meat,EcoFarm,2,7.35,Healthy,Sustainable,14.7
txn_1146,user_519,store_21,2025-04-12,History Milk,Beverages,TastyTreats,4,6.45,Unhealthy,Sustainable,25.8
txn_1147,user_477,store_12,2025-04-12,Assume Milk,Dairy,EcoFarm,4,7.26,Unhealthy,Sustainable,29.04
txn_1148,user_730,store_38,2025-04-12,Dinner Cereal,Meat,EcoFarm,4,7.41,Healthy,Unsustainable,29.64
txn_1149,user_671,store_49,2025-04-12,Sense Juice,Frozen,BudgetMart,2,2.87,Healthy,Sustainable,5.74
txn_1150,user_682,store_49,2025-04-12,Season Cereal,Produce,BudgetMart,1,1.92,Healthy,Sustainable,1.92
txn_1151,user_763,store_7,2025-04-12,Free Juice,Seafood,TastyTreats,1,6.22,Healthy,Sustainable,6.22
txn_1152,user_445,store_20,2025-04-12,Character Cereal,Dairy,QuickBite,3,2.59,Healthy,Sustainable,7.77
txn_1153,user_59,store_44,2025-04-12,Bar Juice,Seafood,TastyTreats,3,4.32,Unhealthy,Sustainable,12.96
txn_1154,user_444,store_9,2025-04-12,Try Juice,Pantry,TastyTreats,2,1.17,Unhealthy,Sustainable,2.34
txn_1155,user_268,store_20,2025-04-12,Budget Milk,Dairy,GreenLeaf,2,2.59,Healthy,Sustainable,5.18
txn_1156,user_623,store_25,2025-04-12,With Milk,Bakery,BudgetMart,1,3.16,Healthy,Unsustainable,3.16
txn_1157,user_405,store_30,2025-04-12,Only Yogurt,Frozen,EcoFarm,3,7.14,Unhealthy,Unsustainable,21.419999999999998
txn_1158,user_888,store_13,2025-04-12,Relate Apple,Meat,BudgetMart,3,3.05,Healthy,Sustainable,9.149999999999999
txn_1159,user_239,store_13,2025-04-12,May Juice,Bakery,TastyTreats,4,3.44,Unhealthy,Unsustainable,13.76
txn_1160,user_433,store_30,2025-04-12,Relationship Yogurt,Beverages,GreenLeaf,2,3.91,Healthy,Sustainable,7.82
txn_1161,user_463,store_45,2025-04-12,Such Apple,Produce,TastyTreats,2,7.17,Healthy,Unsustainable,14.34
txn_1162,user_605,store_22,2025-04-12,Guess Apple,Frozen,BudgetMart,3,6.53,Unhealthy,Sustainable,19.59
txn_1163,user_472,store_12,2025-04-12,War Juice,Produce,QuickBite,4,5.88,Healthy,Sustainable,23.52
txn_1164,user_409,store_19,2025-04-12,Middle Cereal,Frozen,TastyTreats,4,3.44,Healthy,Unsustainable,13.76
txn_1165,user_408,store_19,2025-04-12,Visit Cereal,Snacks,FreshFields,2,8.98,Healthy,Unsustainable,17.96
txn_1166,user_919,store_12,2025-04-12,Wear Milk,Bakery,FreshFields,1,9.17,Healthy,Unsustainable,9.17
txn_1167,user_997,store_48,2025-04-12,Others Yogurt,Frozen,EcoFarm,4,6.58,Healthy,Sustainable,26.32
txn_1168,user_870,store_9,2025-04-12,Yard Cereal,Bakery,TastyTreats,4,9.2,Healthy,Sustainable,36.8
txn_1169,user_804,store_20,2025-04-12,Care Juice,Snacks,QuickBite,3,9.32,Healthy,Unsustainable,27.96
txn_1170,user_241,store_43,2025-04-12,Detail Cereal,Bakery,TastyTreats,4,3.28,Unhealthy,Unsustainable,13.12
txn_1171,user_417,store_38,2025-04-12,Watch Bread,Seafood,BudgetMart,2,4.6,Healthy,Unsustainable,9.2
txn_1172,user_24,store_28,2025-04-12,Argue Yogurt,Seafood,GreenLeaf,3,1.69,Healthy,Sustainable,5.07
txn_1173,user_747,store_12,2025-04-12,Short Apple,Dairy,GreenLeaf,2,5.88,Healthy,Unsustainable,11.76
txn_1174,user_360,store_7,2025-04-12,Read Juice,Bakery,EcoFarm,1,1.71,Unhealthy,Sustainable,1.71
txn_1175,user_669,store_9,2025-04-12,Teacher Chicken,Frozen,FreshFields,1,3.89,Healthy,Unsustainable,3.89
txn_1176,user_110,store_5,2025-04-12,Television Milk,Snacks,FreshFields,1,9.17,Unhealthy,Sustainable,9.17
txn_1177,user_54,store_24,2025-04-12,Several Yogurt,Bakery,TastyTreats,2,5.87,Unhealthy,Sustainable,11.74
txn_1178,user_882,store_34,2025-04-12,Say Cereal,Snacks,QuickBite,2,9.83,Unhealthy,Sustainable,19.66
txn_1179,user_917,store_15,2025-04-12,Cause Milk,Beverages,EcoFarm,2,1.84,Healthy,Sustainable,3.68
txn_1180,user_317,store_18,2025-04-12,Determine Bread,Beverages,QuickBite,4,8.81,Unhealthy,Unsustainable,35.24
txn_1181,user_937,store_30,2025-04-12,Worry Chicken,Pantry,TastyTreats,3,6.84,Unhealthy,Unsustainable,20.52
txn_1182,user_959,store_35,2025-04-12,World Milk,Frozen,GreenLeaf,4,6.52,Healthy,Unsustainable,26.08
txn_1183,user_116,store_20,2025-04-12,Resource Cereal,Bakery,FreshFields,4,3.46,Unhealthy,Sustainable,13.84
txn_1184,user_965,store_6,2025-04-12,Minute Milk,Seafood,BudgetMart,3,8.96,Healthy,Unsustainable,26.880000000000003
txn_1185,user_446,store_38,2025-04-12,Task Bread,Snacks,BudgetMart,2,4.57,Unhealthy,Unsustainable,9.14
txn_1186,user_387,store_41,2025-04-12,Best Apple,Snacks,FreshFields,3,8.64,Healthy,Sustainable,25.92
txn_1187,user_199,store_26,2025-04-12,Table Yogurt,Seafood,EcoFarm,3,8.09,Unhealthy,Unsustainable,24.27
txn_1188,user_294,store_1,2025-04-12,Mouth Bread,Produce,FreshFields,3,5.45,Healthy,Unsustainable,16.35
txn_1189,user_509,store_28,2025-04-12,Focus Bread,Pantry,EcoFarm,2,1.45,Unhealthy,Sustainable,2.9
txn_1190,user_673,store_34,2025-04-12,Key Apple,Snacks,GreenLeaf,1,2.78,Healthy,Sustainable,2.78
txn_1191,user_886,store_24,2025-04-12,Maybe Yogurt,Beverages,EcoFarm,4,6.05,Healthy,Unsustainable,24.2
txn_1192,user_917,store_3,2025-04-12,Very Bread,Dairy,GreenLeaf,4,2.12,Healthy,Sustainable,8.48
txn_1193,user_693,store_38,2025-04-12,Vote Juice,Dairy,EcoFarm,4,5.81,Healthy,Unsustainable,23.24
txn_1194,user_673,store_39,2025-04-12,Former Cereal,Pantry,EcoFarm,2,4.95,Healthy,Sustainable,9.9
txn_1195,user_435,store_38,2025-04-12,Fact Cereal,Dairy,BudgetMart,2,2.62,Unhealthy,Sustainable,5.24
txn_1196,user_416,store_3,2025-04-12,Thank Chicken,Bakery,FreshFields,4,9.87,Unhealthy,Unsustainable,39.48
txn_1197,user_706,store_2,2025-04-12,People Chicken,Seafood,BudgetMart,4,7.47,Unhealthy,Unsustainable,29.88
txn_1198,user_347,store_3,2025-04-12,Instead Yogurt,Produce,TastyTreats,4,1.94,Healthy,Unsustainable,7.76
txn_1199,user_741,store_18,2025-04-12,Themselves Chicken,Bakery,QuickBite,1,4.49,Healthy,Sustainable,4.49
txn_1200,user_501,store_39,2025-04-12,Sell Chicken,Meat,GreenLeaf,1,2.89,Unhealthy,Unsustainable,2.89
txn_1201,user_876,store_47,2025-04-12,Stuff Chicken,Seafood,EcoFarm,3,6.62,Unhealthy,Unsustainable,19.86
txn_1202,user_56,store_17,2025-04-12,Back Juice,Meat,GreenLeaf,1,6.63,Healthy,Unsustainable,6.63
txn_1203,user_296,store_20,2025-04-12,Mr Juice,Meat,QuickBite,4,8.63,Healthy,Sustainable,34.52
txn_1204,user_511,store_27,2025-04-12,Seat Chicken,Seafood,EcoFarm,3,1.82,Healthy,Unsustainable,5.46
txn_1205,user_604,store_6,2025-04-12,Common Bread,Seafood,EcoFarm,2,7.44,Unhealthy,Unsustainable,14.88
txn_1206,user_51,store_16,2025-04-12,Carry Chicken,Beverages,TastyTreats,4,7.85,Healthy,Unsustainable,31.4
txn_1207,user_994,store_6,2025-04-12,Though Yogurt,Dairy,TastyTreats,4,7.84,Unhealthy,Sustainable,31.36
txn_1208,user_895,store_25,2025-04-12,Play Chicken,Snacks,GreenLeaf,1,4.41,Unhealthy,Sustainable,4.41
txn_1209,user_968,store_16,2025-04-12,Brother Juice,Bakery,TastyTreats,4,9.74,Healthy,Unsustainable,38.96
txn_1210,user_699,store_8,2025-04-12,Face Yogurt,Frozen,TastyTreats,2,2.1,Healthy,Unsustainable,4.2
txn_1211,user_944,store_33,2025-04-12,Officer Apple,Produce,BudgetMart,1,8.77,Unhealthy,Sustainable,8.77
txn_1212,user_20,store_37,2025-04-12,Lawyer Juice,Pantry,FreshFields,1,7.66,Unhealthy,Unsustainable,7.66
txn_1213,user_827,store_32,2025-04-12,Usually Milk,Pantry,FreshFields,2,2.89,Unhealthy,Sustainable,5.78
txn_1214,user_992,store_33,2025-04-12,Speak Juice,Meat,QuickBite,2,8.71,Healthy,Unsustainable,17.42
txn_1215,user_862,store_13,2025-04-12,Fish Bread,Pantry,FreshFields,2,6.18,Healthy,Sustainable,12.36
txn_1216,user_215,store_42,2025-04-12,Sense Chicken,Snacks,TastyTreats,4,4.71,Unhealthy,Unsustainable,18.84
txn_1217,user_793,store_20,2025-04-12,Anyone Cereal,Dairy,TastyTreats,1,3.46,Healthy,Unsustainable,3.46
txn_1218,user_540,store_17,2025-04-12,Require Juice,Bakery,TastyTreats,4,1.21,Unhealthy,Sustainable,4.84
txn_1219,user_199,store_7,2025-04-12,Least Chicken,Bakery,BudgetMart,3,7.13,Healthy,Sustainable,21.39
txn_1220,user_503,store_32,2025-04-12,Four Cereal,Snacks,TastyTreats,1,3.1,Healthy,Sustainable,3.1
txn_1221,user_763,store_2,2025-04-12,That Milk,Seafood,QuickBite,2,9.99,Healthy,Unsustainable,19.98
txn_1222,user_586,store_4,2025-04-12,None Bread,Bakery,FreshFields,1,9.63,Unhealthy,Sustainable,9.63
txn_1223,user_744,store_44,2025-04-12,Staff Yogurt,Beverages,TastyTreats,4,2.85,Healthy,Unsustainable,11.4
txn_1224,user_810,store_37,2025-04-12,Difference Milk,Snacks,EcoFarm,4,3.07,Healthy,Sustainable,12.28
txn_1225,user_729,store_3,2025-04-12,Lay Juice,Frozen,GreenLeaf,1,1.44,Unhealthy,Sustainable,1.44
txn_1226,user_201,store_22,2025-04-12,Drug Cereal,Pantry,TastyTreats,2,8.67,Healthy,Sustainable,17.34
txn_1227,user_493,store_34,2025-04-12,Require Chicken,Seafood,QuickBite,1,6.29,Unhealthy,Sustainable,6.29
txn_1228,user_964,store_24,2025-04-12,Break Apple,Meat,BudgetMart,3,8.96,Healthy,Unsustainable,26.880000000000003
txn_1229,user_3,store_38,2025-04-12,Away Cereal,Bakery,TastyTreats,3,6.61,Healthy,Unsustainable,19.830000000000002
txn_1230,user_143,store_16,2025-04-12,Do Bread,Snacks,TastyTreats,2,6.75,Healthy,Unsustainable,13.5
txn_1231,user_547,store_41,2025-04-12,Any Chicken,Beverages,BudgetMart,1,6.63,Healthy,Unsustainable,6.63
txn_1232,user_909,store_21,2025-04-12,Sometimes Chicken,Snacks,GreenLeaf,1,4.28,Unhealthy,Sustainable,4.28
txn_1233,user_599,store_32,2025-04-12,Almost Yogurt,Produce,GreenLeaf,3,9.84,Healthy,Sustainable,29.52
txn_1234,user_396,store_41,2025-04-12,Sound Bread,Meat,FreshFields,2,4.67,Healthy,Sustainable,9.34
txn_1235,user_181,store_15,2025-04-12,Meet Apple,Pantry,BudgetMart,3,2.23,Healthy,Unsustainable,6.6899999999999995
txn_1236,user_466,store_28,2025-04-12,Million Cereal,Seafood,TastyTreats,4,1.22,Unhealthy,Sustainable,4.88
txn_1237,user_990,store_47,2025-04-12,Identify Cereal,Produce,TastyTreats,3,9.49,Unhealthy,Unsustainable,28.47
txn_1238,user_301,store_37,2025-04-12,Visit Cereal,Beverages,BudgetMart,3,8.12,Healthy,Sustainable,24.36
txn_1239,user_46,store_33,2025-04-12,Sister Milk,Meat,FreshFields,1,8.93,Unhealthy,Unsustainable,8.93
txn_1240,user_527,store_4,2025-04-12,Voice Apple,Snacks,EcoFarm,1,9.55,Healthy,Sustainable,9.55
txn_1241,user_289,store_47,2025-04-12,Seven Cereal,Snacks,QuickBite,2,7.0,Unhealthy,Sustainable,14.0
txn_1242,user_393,store_35,2025-04-12,Director Yogurt,Dairy,QuickBite,3,6.66,Unhealthy,Unsustainable,19.98
txn_1243,user_245,store_27,2025-04-12,Building Milk,Snacks,EcoFarm,4,6.4,Healthy,Unsustainable,25.6
txn_1244,user_949,store_15,2025-04-12,Common Juice,Meat,BudgetMart,4,1.3,Unhealthy,Sustainable,5.2
txn_1245,user_552,store_44,2025-04-12,Suffer Apple,Dairy,FreshFields,1,3.67,Unhealthy,Sustainable,3.67
txn_1246,user_592,store_46,2025-04-12,Difficult Bread,Dairy,FreshFields,4,2.28,Unhealthy,Unsustainable,9.12
txn_1247,user_10,store_9,2025-04-12,Wonder Cereal,Bakery,EcoFarm,3,5.39,Unhealthy,Sustainable,16.169999999999998
txn_1248,user_986,store_42,2025-04-12,Condition Juice,Snacks,EcoFarm,4,2.67,Healthy,Sustainable,10.68
txn_1249,user_85,store_7,2025-04-12,Physical Bread,Frozen,EcoFarm,3,1.86,Unhealthy,Unsustainable,5.58
txn_1250,user_891,store_42,2025-04-12,Debate Apple,Snacks,EcoFarm,3,2.48,Healthy,Unsustainable,7.4399999999999995
txn_1251,user_756,store_15,2025-04-12,Thing Cereal,Pantry,BudgetMart,4,9.5,Healthy,Sustainable,38.0
txn_1252,user_590,store_24,2025-04-12,Improve Yogurt,Beverages,QuickBite,3,1.7,Healthy,Unsustainable,5.1
txn_1253,user_288,store_25,2025-04-12,Physical Juice,Dairy,BudgetMart,1,7.86,Healthy,Unsustainable,7.86
txn_1254,user_753,store_22,2025-04-12,Least Milk,Bakery,FreshFields,3,3.27,Healthy,Sustainable,9.81
txn_1255,user_969,store_26,2025-04-12,Allow Juice,Snacks,EcoFarm,4,7.42,Healthy,Unsustainable,29.68
txn_1256,user_742,store_34,2025-04-12,Save Juice,Frozen,GreenLeaf,2,4.13,Unhealthy,Sustainable,8.26
txn_1257,user_657,store_6,2025-04-12,Better Bread,Seafood,EcoFarm,4,1.66,Unhealthy,Unsustainable,6.64
txn_1258,user_361,store_6,2025-04-12,Live Cereal,Seafood,EcoFarm,1,1.72,Unhealthy,Unsustainable,1.72
txn_1259,user_644,store_35,2025-04-12,Student Cereal,Beverages,FreshFields,1,8.94,Unhealthy,Sustainable,8.94
txn_1260,user_681,store_42,2025-04-12,Pay Chicken,Seafood,GreenLeaf,2,1.98,Healthy,Unsustainable,3.96
txn_1261,user_842,store_5,2025-04-12,Or Apple,Beverages,TastyTreats,1,5.54,Unhealthy,Unsustainable,5.54
txn_1262,user_782,store_24,2025-04-12,Among Milk,Seafood,TastyTreats,3,5.11,Unhealthy,Unsustainable,15.330000000000002
txn_1263,user_603,store_38,2025-04-12,At Cereal,Seafood,FreshFields,3,7.95,Unhealthy,Unsustainable,23.85
txn_1264,user_734,store_37,2025-04-12,Be Chicken,Bakery,TastyTreats,3,5.77,Unhealthy,Sustainable,17.31
txn_1265,user_766,store_38,2025-04-12,Son Cereal,Seafood,QuickBite,3,9.3,Unhealthy,Sustainable,27.900000000000002
txn_1266,user_807,store_33,2025-04-12,Send Yogurt,Seafood,QuickBite,4,8.27,Healthy,Sustainable,33.08
txn_1267,user_227,store_8,2025-04-12,Indicate Apple,Meat,FreshFields,2,6.58,Unhealthy,Sustainable,13.16
txn_1268,user_996,store_44,2025-04-12,Kid Yogurt,Snacks,QuickBite,1,2.73,Healthy,Sustainable,2.73
txn_1269,user_702,store_17,2025-04-12,I Chicken,Frozen,BudgetMart,3,3.05,Healthy,Sustainable,9.149999999999999
txn_1270,user_86,store_17,2025-04-12,Brother Chicken,Dairy,TastyTreats,1,7.15,Unhealthy,Sustainable,7.15
txn_1271,user_238,store_7,2025-04-12,Stop Cereal,Beverages,TastyTreats,4,5.53,Healthy,Sustainable,22.12
txn_1272,user_862,store_35,2025-04-12,Lawyer Juice,Bakery,EcoFarm,1,2.01,Healthy,Unsustainable,2.01
txn_1273,user_737,store_29,2025-04-12,Thank Cereal,Bakery,GreenLeaf,2,3.19,Healthy,Unsustainable,6.38
txn_1274,user_661,store_15,2025-04-12,Oil Apple,Seafood,TastyTreats,2,5.4,Unhealthy,Sustainable,10.8
txn_1275,user_294,store_42,2025-04-12,Send Bread,Pantry,QuickBite,2,5.15,Healthy,Unsustainable,10.3
txn_1276,user_719,store_40,2025-04-12,Generation Apple,Meat,TastyTreats,1,8.29,Healthy,Sustainable,8.29
txn_1277,user_882,store_28,2025-04-12,Stand Cereal,Produce,QuickBite,2,4.94,Unhealthy,Unsustainable,9.88
txn_1278,user_53,store_17,2025-04-12,Remember Chicken,Beverages,GreenLeaf,2,4.26,Unhealthy,Unsustainable,8.52
txn_1279,user_774,store_19,2025-04-12,Each Yogurt,Dairy,BudgetMart,4,3.06,Unhealthy,Unsustainable,12.24
txn_1280,user_526,store_21,2025-04-12,Worker Milk,Bakery,GreenLeaf,1,3.89,Unhealthy,Sustainable,3.89
txn_1281,user_666,store_46,2025-04-12,To Chicken,Frozen,FreshFields,1,8.77,Unhealthy,Sustainable,8.77
txn_1282,user_630,store_23,2025-04-12,Might Cereal,Produce,EcoFarm,3,5.98,Unhealthy,Sustainable,17.94
txn_1283,user_194,store_19,2025-04-12,Bed Chicken,Seafood,FreshFields,1,5.39,Unhealthy,Sustainable,5.39
txn_1284,user_114,store_49,2025-04-12,Morning Bread,Snacks,FreshFields,1,6.02,Unhealthy,Unsustainable,6.02
txn_1285,user_87,store_47,2025-04-12,No Cereal,Bakery,QuickBite,3,7.59,Healthy,Unsustainable,22.77
txn_1286,user_993,store_7,2025-04-12,Price Juice,Snacks,TastyTreats,3,8.08,Unhealthy,Unsustainable,24.240000000000002
txn_1287,user_129,store_47,2025-04-12,Different Juice,Meat,BudgetMart,4,7.88,Unhealthy,Sustainable,31.52
txn_1288,user_237,store_18,2025-04-12,Like Apple,Pantry,GreenLeaf,1,9.89,Healthy,Sustainable,9.89
txn_1289,user_576,store_15,2025-04-12,Certainly Yogurt,Snacks,TastyTreats,3,6.54,Unhealthy,Sustainable,19.62
txn_1290,user_368,store_24,2025-04-12,Resource Yogurt,Beverages,GreenLeaf,4,6.42,Unhealthy,Unsustainable,25.68
txn_1291,user_709,store_46,2025-04-12,Hope Chicken,Beverages,GreenLeaf,1,6.77,Healthy,Unsustainable,6.77
txn_1292,user_413,store_3,2025-04-12,Keep Bread,Produce,QuickBite,4,9.85,Unhealthy,Sustainable,39.4
txn_1293,user_336,store_24,2025-04-12,Usually Cereal,Bakery,FreshFields,1,4.98,Unhealthy,Unsustainable,4.98
txn_1294,user_635,store_39,2025-04-12,They Apple,Snacks,GreenLeaf,4,2.23,Healthy,Sustainable,8.92
txn_1295,user_367,store_4,2025-04-12,Scientist Cereal,Dairy,GreenLeaf,1,4.66,Healthy,Unsustainable,4.66
txn_1296,user_930,store_10,2025-04-12,Teach Bread,Produce,QuickBite,4,3.32,Healthy,Sustainable,13.28
txn_1297,user_255,store_49,2025-04-12,Party Milk,Dairy,TastyTreats,4,1.71,Unhealthy,Unsustainable,6.84
txn_1298,user_572,store_32,2025-04-12,Evidence Cereal,Seafood,EcoFarm,1,9.7,Healthy,Unsustainable,9.7
txn_1299,user_903,store_46,2025-04-12,Form Juice,Meat,BudgetMart,4,9.35,Healthy,Sustainable,37.4
txn_1300,user_652,store_2,2025-04-12,Consumer Bread,Dairy,QuickBite,2,3.89,Unhealthy,Unsustainable,7.78
txn_1301,user_603,store_25,2025-04-12,Best Bread,Seafood,QuickBite,3,1.88,Healthy,Sustainable,5.64
txn_1302,user_931,store_48,2025-04-12,Others Juice,Bakery,FreshFields,4,8.92,Healthy,Unsustainable,35.68
txn_1303,user_825,store_20,2025-04-12,Black Cereal,Pantry,FreshFields,2,6.97,Unhealthy,Sustainable,13.94
txn_1304,user_841,store_31,2025-04-12,Accept Chicken,Bakery,GreenLeaf,1,7.68,Healthy,Unsustainable,7.68
txn_1305,user_925,store_39,2025-04-12,Knowledge Bread,Meat,GreenLeaf,2,7.17,Unhealthy,Unsustainable,14.34
txn_1306,user_335,store_47,2025-04-12,Policy Juice,Pantry,QuickBite,2,6.76,Healthy,Unsustainable,13.52
txn_1307,user_741,store_11,2025-04-12,Vote Cereal,Bakery,EcoFarm,1,4.92,Healthy,Unsustainable,4.92
txn_1308,user_121,store_6,2025-04-12,Student Cereal,Bakery,BudgetMart,4,7.01,Healthy,Sustainable,28.04
txn_1309,user_994,store_17,2025-04-12,Heart Cereal,Beverages,FreshFields,4,9.52,Unhealthy,Sustainable,38.08
txn_1310,user_651,store_3,2025-04-12,Note Bread,Dairy,QuickBite,4,1.97,Healthy,Unsustainable,7.88
txn_1311,user_381,store_9,2025-04-12,Particularly Chicken,Seafood,FreshFields,3,1.12,Unhealthy,Sustainable,3.3600000000000003
txn_1312,user_110,store_37,2025-04-12,Ever Bread,Seafood,EcoFarm,4,5.87,Unhealthy,Sustainable,23.48
txn_1313,user_827,store_3,2025-04-12,Past Chicken,Produce,FreshFields,4,6.83,Healthy,Unsustainable,27.32
txn_1314,user_621,store_10,2025-04-12,Establish Bread,Beverages,FreshFields,2,6.39,Unhealthy,Sustainable,12.78
txn_1315,user_28,store_7,2025-04-12,Term Juice,Seafood,QuickBite,2,7.57,Unhealthy,Sustainable,15.14
txn_1316,user_416,store_30,2025-04-12,Oil Yogurt,Beverages,FreshFields,2,2.1,Healthy,Sustainable,4.2
txn_1317,user_353,store_17,2025-04-12,Occur Juice,Frozen,BudgetMart,1,1.48,Healthy,Unsustainable,1.48
txn_1318,user_905,store_39,2025-04-12,Picture Apple,Beverages,EcoFarm,2,8.02,Healthy,Unsustainable,16.04
txn_1319,user_676,store_2,2025-04-12,Simply Cereal,Pantry,GreenLeaf,1,1.87,Unhealthy,Unsustainable,1.87
txn_1320,user_475,store_23,2025-04-12,Whose Cereal,Beverages,EcoFarm,3,8.67,Unhealthy,Sustainable,26.009999999999998
txn_1321,user_340,store_46,2025-04-12,Month Chicken,Bakery,EcoFarm,2,5.25,Healthy,Unsustainable,10.5
txn_1322,user_561,store_35,2025-04-12,See Bread,Meat,GreenLeaf,1,2.31,Unhealthy,Sustainable,2.31
txn_1323,user_946,store_12,2025-04-12,Nature Bread,Seafood,FreshFields,3,8.18,Healthy,Sustainable,24.54
txn_1324,user_537,store_35,2025-04-12,Capital Apple,Snacks,TastyTreats,1,3.65,Healthy,Sustainable,3.65
txn_1325,user_799,store_8,2025-04-12,Theory Cereal,Dairy,QuickBite,4,4.31,Unhealthy,Sustainable,17.24
txn_1326,user_562,store_24,2025-04-12,Ok Milk,Produce,FreshFields,4,9.67,Healthy,Sustainable,38.68
txn_1327,user_343,store_29,2025-04-12,Specific Chicken,Dairy,QuickBite,1,1.19,Healthy,Sustainable,1.19
txn_1328,user_133,store_44,2025-04-12,Magazine Yogurt,Dairy,BudgetMart,3,6.94,Unhealthy,Unsustainable,20.82
txn_1329,user_892,store_25,2025-04-12,Republican Juice,Beverages,EcoFarm,1,9.57,Healthy,Sustainable,9.57
txn_1330,user_764,store_3,2025-04-12,Same Apple,Snacks,FreshFields,2,7.64,Healthy,Sustainable,15.28
txn_1331,user_695,store_44,2025-04-12,Appear Juice,Seafood,BudgetMart,4,8.88,Unhealthy,Unsustainable,35.52
txn_1332,user_827,store_44,2025-04-12,Lay Bread,Seafood,GreenLeaf,3,9.64,Unhealthy,Sustainable,28.92
txn_1333,user_444,store_2,2025-04-12,Partner Bread,Seafood,QuickBite,1,2.09,Healthy,Sustainable,2.09
txn_1334,user_361,store_26,2025-04-12,Picture Cereal,Dairy,EcoFarm,1,2.43,Unhealthy,Sustainable,2.43
txn_1335,user_477,store_33,2025-04-12,Dog Cereal,Seafood,GreenLeaf,1,5.82,Healthy,Sustainable,5.82
txn_1336,user_547,store_21,2025-04-12,Heart Apple,Snacks,FreshFields,1,3.15,Unhealthy,Unsustainable,3.15
txn_1337,user_732,store_48,2025-04-12,Crime Apple,Produce,GreenLeaf,3,7.18,Healthy,Sustainable,21.54
txn_1338,user_145,store_18,2025-04-12,General Cereal,Pantry,BudgetMart,2,5.58,Unhealthy,Unsustainable,11.16
txn_1339,user_810,store_16,2025-04-12,Themselves Chicken,Beverages,FreshFields,2,4.6,Healthy,Unsustainable,9.2
txn_1340,user_356,store_46,2025-04-12,Product Yogurt,Seafood,BudgetMart,1,3.87,Unhealthy,Unsustainable,3.87
txn_1341,user_841,store_29,2025-04-12,Beyond Yogurt,Dairy,EcoFarm,4,8.79,Healthy,Sustainable,35.16
txn_1342,user_584,store_16,2025-04-12,Record Milk,Bakery,GreenLeaf,3,3.1,Healthy,Sustainable,9.3
txn_1343,user_169,store_2,2025-04-12,Say Cereal,Produce,TastyTreats,1,1.46,Unhealthy,Unsustainable,1.46
txn_1344,user_404,store_6,2025-04-12,Partner Chicken,Snacks,BudgetMart,1,2.96,Healthy,Unsustainable,2.96
txn_1345,user_52,store_37,2025-04-12,Arrive Bread,Produce,TastyTreats,3,7.18,Unhealthy,Unsustainable,21.54
txn_1346,user_190,store_24,2025-04-12,People Yogurt,Seafood,TastyTreats,3,8.67,Healthy,Sustainable,26.009999999999998
txn_1347,user_453,store_36,2025-04-12,Red Bread,Pantry,EcoFarm,4,7.09,Healthy,Sustainable,28.36
txn_1348,user_542,store_6,2025-04-12,Fear Bread,Beverages,EcoFarm,4,7.77,Unhealthy,Sustainable,31.08
txn_1349,user_609,store_22,2025-04-12,Sense Bread,Pantry,GreenLeaf,1,9.42,Unhealthy,Sustainable,9.42
txn_1350,user_111,store_41,2025-04-12,Position Yogurt,Snacks,EcoFarm,2,3.39,Unhealthy,Sustainable,6.78
txn_1351,user_150,store_6,2025-04-12,And Bread,Dairy,QuickBite,4,1.49,Healthy,Sustainable,5.96
txn_1352,user_553,store_25,2025-04-12,Movie Bread,Produce,TastyTreats,1,9.41,Healthy,Unsustainable,9.41
txn_1353,user_732,store_43,2025-04-12,On Apple,Snacks,EcoFarm,4,8.43,Unhealthy,Unsustainable,33.72
txn_1354,user_523,store_35,2025-04-12,Relate Cereal,Dairy,TastyTreats,2,2.84,Healthy,Unsustainable,5.68
txn_1355,user_131,store_32,2025-04-12,Moment Yogurt,Beverages,TastyTreats,1,4.69,Unhealthy,Sustainable,4.69
txn_1356,user_547,store_24,2025-04-12,Own Bread,Dairy,TastyTreats,2,7.87,Unhealthy,Sustainable,15.74
txn_1357,user_862,store_10,2025-04-12,Mouth Milk,Beverages,TastyTreats,1,7.95,Healthy,Unsustainable,7.95
txn_1358,user_599,store_20,2025-04-12,Will Chicken,Beverages,TastyTreats,1,6.23,Healthy,Unsustainable,6.23
txn_1359,user_659,store_47,2025-04-12,Glass Apple,Frozen,TastyTreats,3,4.3,Healthy,Sustainable,12.899999999999999
txn_1360,user_209,store_33,2025-04-12,Method Yogurt,Produce,TastyTreats,4,2.76,Unhealthy,Sustainable,11.04
txn_1361,user_552,store_42,2025-04-12,Should Yogurt,Pantry,EcoFarm,2,3.59,Healthy,Sustainable,7.18
txn_1362,user_958,store_37,2025-04-12,Force Bread,Beverages,QuickBite,4,2.2,Healthy,Unsustainable,8.8
txn_1363,user_939,store_9,2025-04-12,Remain Yogurt,Pantry,BudgetMart,1,3.59,Healthy,Sustainable,3.59
txn_1364,user_76,store_19,2025-04-12,Finally Chicken,Pantry,BudgetMart,4,2.87,Healthy,Sustainable,11.48
